lead_id,mql_source,bombora_surge_topic,lead_score,campaign_name,lead_status
LEAD-5784,Whitepaper,Supply Chain Management,67,Q2 Security,Working
LEAD-5785,Whitepaper,IoT Platforms,64,Q1 Efficiency,New
LEAD-5786,Webinar,DevOps Tools,74,Q4 Growth,Working
LEAD-5787,Trade Show,Cybersecurity,22,Q4 Innovation,Working
LEAD-5788,Referral,Fraud Prevention,19,Q3 Growth,Qualified
LEAD-5789,Organic Search,Customer Experience,68,Q3 Innovation,Qualified
LEAD-5790,Whitepaper,Big Data Analytics,13,Q3 Security,Working
LEAD-5791,Direct Mail,AI Automation,10,Q3 Efficiency,Nurturing
LEAD-5792,Email Campaign,IoT Platforms,86,FY Innovation,New
LEAD-5793,Email Campaign,IoT Platforms,35,Q1 Security,Nurturing
LEAD-5794,Paid Social,ERP Integration,16,Q1 Growth,Working
LEAD-5795,Webinar,Cybersecurity,92,Q3 Transformation,Working
LEAD-5796,Direct Mail,Network Security,88,Q1 Security,Working
LEAD-5797,Paid Social,Customer Experience,54,Q1 Security,Working
LEAD-5798,Email Campaign,Network Security,61,Q3 Efficiency,Qualified
LEAD-5799,Webinar,Unified Communications,93,FY Efficiency,New
LEAD-5800,Paid Social,Cloud Migration,87,FY Efficiency,Working
LEAD-5801,Paid Social,CRM Software,97,FY Transformation,Qualified
LEAD-5802,Email Campaign,Data Privacy,90,Q1 Transformation,Working
LEAD-5803,Organic Search,Big Data Analytics,64,Q4 Transformation,New
LEAD-5804,Webinar,Payment Processing,41,Q4 Transformation,Working
LEAD-5805,Direct Mail,Cybersecurity,19,Q1 Security,Nurturing
LEAD-5806,Whitepaper,Unified Communications,41,Q2 Innovation,Qualified
LEAD-5807,Webinar,Payment Processing,79,Q2 Efficiency,Working
LEAD-5808,Trade Show,Cloud Migration,22,Q2 Transformation,Working
LEAD-5809,Email Campaign,Big Data Analytics,40,Q2 Growth,New
LEAD-5810,Organic Search,Customer Experience,19,FY Efficiency,Qualified
LEAD-5811,Whitepaper,DevOps Tools,91,Q3 Innovation,Working
LEAD-5812,Referral,IoT Platforms,11,Q2 Transformation,New
LEAD-5813,Direct Mail,Unified Communications,58,Q4 Efficiency,New
LEAD-5814,Direct Mail,DevOps Tools,75,Q4 Innovation,Nurturing
LEAD-5815,Direct Mail,CRM Software,71,Q2 Growth,New
LEAD-5816,Webinar,Cloud Migration,55,Q1 Efficiency,New
LEAD-5817,Paid Social,DevOps Tools,22,FY Efficiency,New
LEAD-5818,Direct Mail,Supply Chain Management,11,Q3 Efficiency,New
LEAD-5819,Referral,Unified Communications,44,Q4 Transformation,Nurturing
LEAD-5820,Webinar,Big Data Analytics,93,FY Security,Nurturing
LEAD-5821,Whitepaper,Cybersecurity,37,Q3 Efficiency,New
LEAD-5822,Email Campaign,Payment Processing,24,FY Efficiency,New
LEAD-5823,Paid Social,Big Data Analytics,92,Q2 Efficiency,Nurturing
LEAD-5824,Paid Social,Supply Chain Management,56,Q3 Innovation,Qualified
LEAD-5825,Trade Show,Fraud Prevention,60,Q3 Security,Nurturing
LEAD-5826,Referral,IoT Platforms,24,Q4 Efficiency,Working
LEAD-5827,Direct Mail,CRM Software,73,Q1 Transformation,Working
LEAD-5828,Direct Mail,AI Automation,97,Q1 Innovation,Qualified
LEAD-5829,Trade Show,IoT Platforms,64,Q2 Transformation,Nurturing
LEAD-5830,Referral,Payment Processing,27,FY Innovation,Qualified
LEAD-5831,Referral,Supply Chain Management,66,Q4 Transformation,Working
LEAD-5832,Webinar,ERP Integration,56,Q4 Growth,Working
LEAD-5833,Direct Mail,Payment Processing,35,Q4 Transformation,Qualified
LEAD-5834,Paid Social,IoT Platforms,15,Q2 Growth,Working
LEAD-5835,Organic Search,Customer Experience,93,FY Transformation,Nurturing
LEAD-5836,Referral,Payment Processing,48,Q2 Efficiency,Qualified
LEAD-5837,Referral,Cybersecurity,73,Q3 Innovation,Working
LEAD-5838,Organic Search,Cloud Migration,47,FY Security,New
LEAD-5839,Whitepaper,Big Data Analytics,68,Q3 Innovation,New
LEAD-5840,Paid Social,Cybersecurity,90,FY Security,New
LEAD-5841,Email Campaign,Cybersecurity,47,Q4 Security,Working
LEAD-5842,Whitepaper,Fraud Prevention,60,Q4 Transformation,Qualified
LEAD-5843,Organic Search,Supply Chain Management,63,Q2 Innovation,Qualified
LEAD-5844,Webinar,IoT Platforms,42,Q3 Transformation,Nurturing
LEAD-5845,Referral,Network Security,82,Q3 Transformation,Qualified
LEAD-5846,Webinar,Unified Communications,58,Q4 Transformation,Working
LEAD-5847,Webinar,Cloud Migration,45,Q4 Transformation,Working
LEAD-5848,Direct Mail,Customer Experience,87,FY Growth,Working
LEAD-5849,Referral,DevOps Tools,39,FY Transformation,New
LEAD-5850,Email Campaign,Fraud Prevention,33,FY Innovation,Working
LEAD-5851,Whitepaper,Customer Experience,92,Q2 Growth,Qualified
LEAD-5852,Webinar,CRM Software,52,Q4 Efficiency,Working
LEAD-5853,Paid Social,Payment Processing,15,Q2 Innovation,New
LEAD-5854,Referral,DevOps Tools,97,Q1 Efficiency,New
LEAD-5855,Whitepaper,Network Security,67,Q2 Growth,Working
LEAD-5856,Trade Show,Data Privacy,71,Q1 Innovation,Working
LEAD-5857,Webinar,Payment Processing,78,Q1 Innovation,Qualified
LEAD-5858,Referral,Customer Experience,16,Q4 Growth,Nurturing
LEAD-5859,Direct Mail,Network Security,88,FY Innovation,Nurturing
LEAD-5860,Direct Mail,Supply Chain Management,46,Q4 Innovation,Qualified
LEAD-5861,Webinar,ERP Integration,30,Q1 Efficiency,New
LEAD-5862,Direct Mail,Payment Processing,24,Q2 Innovation,Qualified
LEAD-5863,Email Campaign,CRM Software,55,Q4 Security,New
LEAD-5864,Whitepaper,Supply Chain Management,11,Q3 Innovation,New
LEAD-5865,Direct Mail,Unified Communications,90,FY Security,Nurturing
LEAD-5866,Referral,IoT Platforms,41,Q1 Innovation,Qualified
LEAD-5867,Organic Search,IoT Platforms,22,Q2 Growth,Qualified
LEAD-5868,Email Campaign,IoT Platforms,55,Q3 Efficiency,Working
LEAD-5869,Referral,Payment Processing,63,Q4 Efficiency,Nurturing
LEAD-5870,Referral,Unified Communications,72,Q4 Transformation,New
LEAD-5871,Whitepaper,Fraud Prevention,37,Q4 Security,New
LEAD-5872,Referral,Network Security,31,FY Transformation,New
LEAD-5873,Whitepaper,Big Data Analytics,36,FY Growth,New
LEAD-5874,Direct Mail,Payment Processing,64,Q4 Growth,Nurturing
LEAD-5875,Organic Search,Big Data Analytics,97,FY Transformation,Working
LEAD-5876,Whitepaper,CRM Software,38,FY Transformation,Working
LEAD-5877,Referral,Supply Chain Management,25,Q2 Transformation,New
LEAD-5878,Direct Mail,Fraud Prevention,77,Q3 Growth,Nurturing
LEAD-5879,Webinar,Big Data Analytics,15,Q2 Efficiency,New
LEAD-5880,Organic Search,AI Automation,96,Q2 Growth,Nurturing
LEAD-5881,Paid Social,ERP Integration,76,FY Efficiency,Nurturing
LEAD-5882,Organic Search,ERP Integration,98,Q3 Innovation,Working
LEAD-5883,Whitepaper,Cybersecurity,71,Q2 Innovation,Working
LEAD-5884,Trade Show,Cybersecurity,51,FY Efficiency,Nurturing
LEAD-5885,Whitepaper,AI Automation,44,Q1 Transformation,Working
LEAD-5886,Email Campaign,Network Security,18,FY Growth,Nurturing
LEAD-5887,Direct Mail,IoT Platforms,63,Q2 Growth,New
LEAD-5888,Trade Show,DevOps Tools,34,Q3 Transformation,New
LEAD-5889,Whitepaper,DevOps Tools,79,Q3 Transformation,Working
LEAD-5890,Paid Social,ERP Integration,43,Q1 Innovation,Working
LEAD-5891,Paid Social,ERP Integration,39,Q1 Innovation,Nurturing
LEAD-5892,Referral,Unified Communications,16,Q4 Efficiency,Working
LEAD-5893,Webinar,Supply Chain Management,70,Q4 Efficiency,Qualified
LEAD-5894,Email Campaign,Big Data Analytics,89,Q1 Security,Qualified
LEAD-5895,Paid Social,ERP Integration,84,Q4 Transformation,Qualified
LEAD-5896,Trade Show,Customer Experience,45,FY Innovation,New
LEAD-5897,Trade Show,DevOps Tools,23,Q3 Efficiency,Qualified
LEAD-5898,Organic Search,ERP Integration,93,FY Efficiency,New
LEAD-5899,Referral,CRM Software,75,Q1 Transformation,New
LEAD-5900,Organic Search,Unified Communications,89,Q4 Growth,Working
LEAD-5901,Referral,AI Automation,13,Q4 Growth,Working
LEAD-5902,Whitepaper,AI Automation,94,Q2 Transformation,Nurturing
LEAD-5903,Webinar,DevOps Tools,33,Q2 Efficiency,Working
LEAD-5904,Trade Show,Customer Experience,31,FY Innovation,Nurturing
LEAD-5905,Whitepaper,DevOps Tools,88,Q4 Security,Working
LEAD-5906,Webinar,CRM Software,96,Q2 Transformation,Working
LEAD-5907,Organic Search,CRM Software,50,Q2 Efficiency,New
LEAD-5908,Whitepaper,Supply Chain Management,79,Q1 Innovation,Nurturing
LEAD-5909,Paid Social,Data Privacy,31,Q2 Efficiency,Nurturing
LEAD-5910,Trade Show,Customer Experience,95,Q1 Growth,Working
LEAD-5911,Paid Social,Unified Communications,57,Q1 Growth,Nurturing
LEAD-5912,Direct Mail,CRM Software,54,FY Transformation,New
LEAD-5913,Whitepaper,Customer Experience,75,Q3 Innovation,New
LEAD-5914,Email Campaign,CRM Software,45,Q1 Growth,Nurturing
LEAD-5915,Whitepaper,Data Privacy,73,Q3 Security,Working
LEAD-5916,Whitepaper,Supply Chain Management,34,Q3 Efficiency,New
LEAD-5917,Email Campaign,Data Privacy,91,Q1 Efficiency,Nurturing
LEAD-5918,Email Campaign,Payment Processing,97,FY Growth,New
LEAD-5919,Trade Show,CRM Software,19,FY Security,New
LEAD-5920,Webinar,Customer Experience,35,Q3 Growth,Qualified
LEAD-5921,Email Campaign,Fraud Prevention,44,Q2 Growth,Working
LEAD-5922,Webinar,Customer Experience,32,Q2 Transformation,Qualified
LEAD-5923,Referral,DevOps Tools,58,Q3 Innovation,Qualified
LEAD-5924,Trade Show,Big Data Analytics,31,Q4 Innovation,Nurturing
LEAD-5925,Organic Search,Unified Communications,78,Q3 Transformation,New
LEAD-5926,Paid Social,Payment Processing,18,FY Growth,Working
LEAD-5927,Webinar,IoT Platforms,89,Q2 Transformation,Nurturing
LEAD-5928,Trade Show,Data Privacy,93,FY Growth,Working
LEAD-5929,Paid Social,Cloud Migration,58,Q3 Innovation,Working
LEAD-5930,Organic Search,Data Privacy,62,Q2 Security,Working
LEAD-5931,Paid Social,Customer Experience,76,Q4 Transformation,Working
LEAD-5932,Organic Search,Data Privacy,36,Q4 Growth,Nurturing
LEAD-5933,Whitepaper,DevOps Tools,77,Q3 Transformation,Qualified
LEAD-5934,Paid Social,DevOps Tools,14,Q4 Security,Qualified
LEAD-5935,Email Campaign,Big Data Analytics,46,Q2 Growth,Nurturing
LEAD-5936,Organic Search,DevOps Tools,81,Q2 Growth,Qualified
LEAD-5937,Trade Show,Network Security,52,Q3 Growth,New
LEAD-5938,Direct Mail,Data Privacy,36,Q3 Growth,New
LEAD-5939,Email Campaign,Cybersecurity,81,FY Growth,Nurturing
LEAD-5940,Paid Social,Supply Chain Management,71,FY Growth,New
LEAD-5941,Organic Search,Fraud Prevention,64,Q4 Efficiency,Qualified
LEAD-5942,Paid Social,ERP Integration,36,Q3 Growth,New
LEAD-5943,Direct Mail,CRM Software,52,Q1 Security,Nurturing
LEAD-5944,Direct Mail,Payment Processing,80,Q4 Security,Working
LEAD-5945,Webinar,Cloud Migration,85,Q4 Innovation,Nurturing
LEAD-5946,Paid Social,Cybersecurity,80,Q4 Security,Qualified
LEAD-5947,Organic Search,Supply Chain Management,45,Q2 Efficiency,Qualified
LEAD-5948,Referral,Network Security,65,Q3 Innovation,Qualified
LEAD-5949,Paid Social,AI Automation,12,Q3 Innovation,New
LEAD-5950,Direct Mail,DevOps Tools,92,Q1 Growth,Qualified
LEAD-5951,Webinar,Payment Processing,43,Q4 Efficiency,Qualified
LEAD-5952,Whitepaper,Payment Processing,13,FY Efficiency,Working
LEAD-5953,Paid Social,Big Data Analytics,67,Q1 Innovation,Nurturing
LEAD-5954,Referral,AI Automation,55,Q3 Innovation,Qualified
LEAD-5955,Email Campaign,Cloud Migration,93,Q3 Growth,New
LEAD-5956,Referral,Cloud Migration,97,Q1 Innovation,Qualified
LEAD-5957,Direct Mail,Customer Experience,47,Q2 Innovation,Working
LEAD-5958,Organic Search,Data Privacy,98,Q2 Security,Nurturing
LEAD-5959,Referral,Fraud Prevention,76,Q3 Growth,New
LEAD-5960,Paid Social,ERP Integration,12,FY Growth,Nurturing
LEAD-5961,Referral,CRM Software,100,Q4 Innovation,Working
LEAD-5962,Direct Mail,ERP Integration,49,Q1 Security,Working
LEAD-5963,Paid Social,Supply Chain Management,32,Q4 Transformation,Qualified
LEAD-5964,Whitepaper,AI Automation,99,Q4 Transformation,Working
LEAD-5965,Email Campaign,Big Data Analytics,67,Q1 Innovation,Nurturing
LEAD-5966,Webinar,IoT Platforms,26,Q3 Growth,New
LEAD-5967,Organic Search,Network Security,51,FY Transformation,Qualified
LEAD-5968,Referral,DevOps Tools,32,FY Efficiency,Qualified
LEAD-5969,Paid Social,Network Security,19,FY Growth,Qualified
LEAD-5970,Organic Search,Network Security,92,Q2 Efficiency,Working
LEAD-5971,Referral,IoT Platforms,81,Q1 Security,Qualified
LEAD-5972,Organic Search,ERP Integration,75,Q3 Security,Working
LEAD-5973,Webinar,DevOps Tools,20,Q1 Growth,New
LEAD-5974,Trade Show,AI Automation,80,Q4 Innovation,Qualified
LEAD-5975,Email Campaign,Payment Processing,88,FY Growth,Working
LEAD-5976,Webinar,Big Data Analytics,47,FY Growth,Nurturing
LEAD-5977,Trade Show,Supply Chain Management,100,Q4 Growth,Qualified
LEAD-5978,Email Campaign,Network Security,58,FY Efficiency,Qualified
LEAD-5979,Webinar,Supply Chain Management,37,Q3 Transformation,Nurturing
LEAD-5980,Referral,Cybersecurity,16,Q2 Security,Qualified
LEAD-5981,Organic Search,Data Privacy,48,FY Security,Nurturing
LEAD-5982,Organic Search,Customer Experience,86,Q2 Innovation,Qualified
LEAD-5983,Referral,DevOps Tools,41,Q2 Transformation,New
LEAD-5984,Whitepaper,Customer Experience,29,Q2 Security,Working
LEAD-5985,Email Campaign,AI Automation,96,Q3 Innovation,New
LEAD-5986,Direct Mail,DevOps Tools,16,Q3 Efficiency,Working
LEAD-5987,Whitepaper,Supply Chain Management,67,Q2 Efficiency,Nurturing
LEAD-5988,Email Campaign,AI Automation,69,Q3 Innovation,Working
LEAD-5989,Referral,Supply Chain Management,27,Q3 Transformation,Working
LEAD-5990,Referral,AI Automation,78,Q3 Growth,New
LEAD-5991,Direct Mail,IoT Platforms,73,Q2 Innovation,Qualified
LEAD-5992,Email Campaign,Fraud Prevention,44,FY Security,Nurturing
LEAD-5993,Organic Search,Data Privacy,74,FY Transformation,Nurturing
LEAD-5994,Trade Show,Fraud Prevention,55,Q2 Security,Qualified
LEAD-5995,Direct Mail,Big Data Analytics,42,Q1 Growth,Working
LEAD-5996,Direct Mail,CRM Software,69,Q3 Innovation,Qualified
LEAD-5997,Paid Social,Cloud Migration,43,Q1 Efficiency,New
LEAD-5998,Direct Mail,CRM Software,69,Q3 Security,New
LEAD-5999,Paid Social,Fraud Prevention,66,Q3 Security,Working
LEAD-6000,Paid Social,Payment Processing,19,Q3 Growth,Qualified
LEAD-6001,Organic Search,Customer Experience,36,Q1 Security,New
LEAD-6002,Webinar,Customer Experience,15,Q4 Innovation,Nurturing
LEAD-6003,Webinar,Big Data Analytics,62,Q3 Security,Qualified
LEAD-6004,Email Campaign,DevOps Tools,74,Q1 Efficiency,Working
LEAD-6005,Paid Social,DevOps Tools,43,Q3 Growth,Working
LEAD-6006,Email Campaign,Customer Experience,94,Q3 Innovation,Nurturing
LEAD-6007,Organic Search,ERP Integration,33,Q2 Security,Working
LEAD-6008,Referral,CRM Software,14,FY Growth,New
LEAD-6009,Webinar,Data Privacy,69,Q1 Growth,New
LEAD-6010,Whitepaper,Cloud Migration,41,Q2 Efficiency,Nurturing
LEAD-6011,Referral,Payment Processing,20,Q4 Efficiency,Qualified
LEAD-6012,Email Campaign,Payment Processing,21,Q4 Transformation,New
LEAD-6013,Email Campaign,Network Security,37,FY Innovation,Qualified
LEAD-6014,Paid Social,CRM Software,64,Q1 Transformation,Nurturing
LEAD-6015,Paid Social,AI Automation,67,Q3 Innovation,New
LEAD-6016,Referral,Network Security,72,FY Security,New
LEAD-6017,Paid Social,DevOps Tools,69,FY Innovation,Qualified
LEAD-6018,Referral,Customer Experience,93,Q3 Transformation,Working
LEAD-6019,Webinar,DevOps Tools,57,FY Transformation,Working
LEAD-6020,Email Campaign,CRM Software,53,Q4 Efficiency,Nurturing
LEAD-6021,Webinar,Network Security,92,Q4 Efficiency,New
LEAD-6022,Paid Social,DevOps Tools,31,FY Transformation,Working
LEAD-6023,Organic Search,Cloud Migration,33,Q4 Innovation,Working
LEAD-6024,Direct Mail,CRM Software,46,Q1 Growth,Nurturing
LEAD-6025,Paid Social,IoT Platforms,71,FY Security,Working
LEAD-6026,Referral,Cybersecurity,29,Q1 Transformation,Nurturing
LEAD-6027,Webinar,ERP Integration,18,Q2 Security,New
LEAD-6028,Referral,CRM Software,14,Q2 Efficiency,Qualified
LEAD-6029,Paid Social,AI Automation,41,Q2 Security,New
LEAD-6030,Paid Social,AI Automation,74,Q3 Growth,Working
LEAD-6031,Paid Social,AI Automation,48,Q2 Efficiency,Working
LEAD-6032,Webinar,Unified Communications,51,Q4 Efficiency,Nurturing
LEAD-6033,Paid Social,Payment Processing,12,FY Innovation,Working
LEAD-6034,Organic Search,Big Data Analytics,74,Q4 Growth,Working
LEAD-6035,Email Campaign,Payment Processing,78,FY Innovation,Qualified
LEAD-6036,Referral,Data Privacy,73,Q4 Growth,Nurturing
LEAD-6037,Whitepaper,Unified Communications,21,Q2 Security,Nurturing
LEAD-6038,Whitepaper,Network Security,96,Q2 Security,New
LEAD-6039,Trade Show,ERP Integration,75,Q3 Security,Working
LEAD-6040,Paid Social,Supply Chain Management,63,FY Efficiency,Nurturing
LEAD-6041,Whitepaper,ERP Integration,36,Q4 Efficiency,Nurturing
LEAD-6042,Trade Show,DevOps Tools,25,Q4 Growth,Nurturing
LEAD-6043,Email Campaign,Supply Chain Management,89,Q4 Efficiency,New
LEAD-6044,Paid Social,DevOps Tools,96,Q1 Transformation,Working
LEAD-6045,Referral,ERP Integration,56,Q4 Security,New
LEAD-6046,Referral,AI Automation,54,FY Efficiency,Working
LEAD-6047,Organic Search,Network Security,36,Q1 Innovation,Working
LEAD-6048,Paid Social,Network Security,83,Q1 Transformation,New
LEAD-6049,Webinar,Unified Communications,78,Q1 Transformation,Nurturing
LEAD-6050,Referral,Unified Communications,43,Q1 Efficiency,Working
LEAD-6051,Paid Social,Supply Chain Management,30,Q1 Innovation,Nurturing
LEAD-6052,Direct Mail,DevOps Tools,40,FY Efficiency,New
LEAD-6053,Whitepaper,Cybersecurity,18,Q4 Security,Nurturing
LEAD-6054,Trade Show,AI Automation,34,Q2 Efficiency,New
LEAD-6055,Whitepaper,Data Privacy,61,Q1 Transformation,Working
LEAD-6056,Organic Search,Payment Processing,52,FY Growth,Nurturing
LEAD-6057,Email Campaign,Unified Communications,16,Q1 Transformation,Nurturing
LEAD-6058,Organic Search,Cloud Migration,34,Q1 Security,Nurturing
LEAD-6059,Paid Social,Cloud Migration,67,Q3 Efficiency,New
LEAD-6060,Whitepaper,Supply Chain Management,16,Q4 Efficiency,Qualified
LEAD-6061,Email Campaign,Fraud Prevention,80,Q2 Efficiency,Nurturing
LEAD-6062,Email Campaign,AI Automation,62,FY Innovation,Qualified
LEAD-6063,Organic Search,DevOps Tools,49,Q3 Growth,Nurturing
LEAD-6064,Whitepaper,Big Data Analytics,81,FY Innovation,Working
LEAD-6065,Whitepaper,Cybersecurity,62,Q4 Efficiency,Nurturing
LEAD-6066,Email Campaign,Cybersecurity,17,Q3 Innovation,Nurturing
LEAD-6067,Whitepaper,Supply Chain Management,89,FY Innovation,New
LEAD-6068,Webinar,CRM Software,23,FY Transformation,Qualified
LEAD-6069,Referral,DevOps Tools,88,Q1 Transformation,New
LEAD-6070,Webinar,Supply Chain Management,99,FY Innovation,Working
LEAD-6071,Trade Show,Customer Experience,42,Q1 Efficiency,New
LEAD-6072,Referral,Network Security,28,Q3 Innovation,Working
LEAD-6073,Trade Show,Customer Experience,20,FY Growth,Qualified
LEAD-6074,Email Campaign,Supply Chain Management,91,Q3 Transformation,Working
LEAD-6075,Referral,IoT Platforms,89,Q4 Innovation,Qualified
LEAD-6076,Trade Show,Cloud Migration,77,Q2 Security,Nurturing
LEAD-6077,Direct Mail,Fraud Prevention,100,Q1 Transformation,New
LEAD-6078,Webinar,ERP Integration,82,Q2 Transformation,Working
LEAD-6079,Email Campaign,AI Automation,26,FY Efficiency,Working
LEAD-6080,Direct Mail,Cloud Migration,100,Q2 Security,Working
LEAD-6081,Trade Show,Cloud Migration,15,FY Growth,Qualified
LEAD-6082,Paid Social,Network Security,53,Q4 Efficiency,Qualified
LEAD-6083,Trade Show,Data Privacy,34,Q4 Transformation,Qualified
LEAD-6084,Whitepaper,Cybersecurity,88,Q3 Security,New
LEAD-6085,Paid Social,ERP Integration,33,FY Transformation,New
LEAD-6086,Email Campaign,Customer Experience,75,FY Growth,New
LEAD-6087,Trade Show,Supply Chain Management,90,Q4 Security,Qualified
LEAD-6088,Webinar,Big Data Analytics,58,Q1 Security,Nurturing
LEAD-6089,Webinar,Cybersecurity,33,Q2 Innovation,New
LEAD-6090,Referral,Big Data Analytics,55,Q2 Efficiency,Qualified
LEAD-6091,Paid Social,AI Automation,61,FY Transformation,Nurturing
LEAD-6092,Webinar,DevOps Tools,84,Q1 Growth,Nurturing
LEAD-6093,Whitepaper,Customer Experience,74,FY Innovation,Nurturing
LEAD-6094,Referral,CRM Software,98,Q2 Innovation,Working
LEAD-6095,Webinar,Payment Processing,59,Q3 Growth,Nurturing
LEAD-6096,Referral,Big Data Analytics,27,Q2 Transformation,Qualified
LEAD-6097,Direct Mail,DevOps Tools,58,Q3 Security,Qualified
LEAD-6098,Organic Search,Payment Processing,36,Q3 Transformation,New
LEAD-6099,Referral,Customer Experience,26,Q1 Efficiency,New
LEAD-6100,Whitepaper,Payment Processing,34,Q4 Transformation,Qualified
LEAD-6101,Webinar,Supply Chain Management,45,Q4 Growth,Nurturing
LEAD-6102,Direct Mail,Supply Chain Management,20,FY Efficiency,New
LEAD-6103,Organic Search,Network Security,12,Q2 Security,Nurturing
LEAD-6104,Whitepaper,Big Data Analytics,42,Q4 Security,Nurturing
LEAD-6105,Organic Search,Network Security,31,FY Transformation,Nurturing
LEAD-6106,Paid Social,Payment Processing,85,FY Transformation,New
LEAD-6107,Paid Social,AI Automation,82,FY Innovation,New
LEAD-6108,Email Campaign,Unified Communications,49,Q3 Efficiency,Working
LEAD-6109,Organic Search,Fraud Prevention,55,Q1 Transformation,Qualified
LEAD-6110,Direct Mail,Unified Communications,91,Q1 Security,Nurturing
LEAD-6111,Organic Search,Cybersecurity,94,FY Innovation,Qualified
LEAD-6112,Direct Mail,Cloud Migration,81,Q2 Innovation,Qualified
LEAD-6113,Referral,IoT Platforms,52,Q3 Transformation,Working
LEAD-6114,Trade Show,ERP Integration,94,FY Security,Working
LEAD-6115,Trade Show,Network Security,31,FY Transformation,New
LEAD-6116,Whitepaper,Network Security,37,Q1 Efficiency,Working
LEAD-6117,Email Campaign,Unified Communications,15,Q3 Innovation,Nurturing
LEAD-6118,Referral,Network Security,48,FY Security,Qualified
LEAD-6119,Direct Mail,Supply Chain Management,62,FY Growth,Qualified
LEAD-6120,Webinar,Fraud Prevention,61,Q2 Innovation,Nurturing
LEAD-6121,Organic Search,AI Automation,44,FY Innovation,Nurturing
LEAD-6122,Email Campaign,IoT Platforms,83,Q4 Growth,Nurturing
LEAD-6123,Trade Show,Payment Processing,39,Q3 Security,Working
LEAD-6124,Whitepaper,AI Automation,51,Q3 Security,Nurturing
LEAD-6125,Trade Show,Supply Chain Management,74,FY Transformation,Qualified
LEAD-6126,Paid Social,Network Security,100,Q3 Efficiency,Nurturing
LEAD-6127,Whitepaper,Customer Experience,18,FY Transformation,Nurturing
LEAD-6128,Referral,Customer Experience,30,Q3 Innovation,Qualified
LEAD-6129,Email Campaign,Big Data Analytics,25,FY Innovation,New
LEAD-6130,Direct Mail,CRM Software,42,Q3 Growth,Working
LEAD-6131,Paid Social,Fraud Prevention,62,Q3 Security,Nurturing
LEAD-6132,Whitepaper,Big Data Analytics,55,FY Efficiency,Qualified
LEAD-6133,Paid Social,Supply Chain Management,24,Q4 Efficiency,Qualified
LEAD-6134,Direct Mail,Network Security,86,Q3 Innovation,Working
LEAD-6135,Webinar,Supply Chain Management,16,Q4 Innovation,Working
LEAD-6136,Email Campaign,DevOps Tools,74,Q2 Growth,New
LEAD-6137,Whitepaper,CRM Software,34,Q1 Security,New
LEAD-6138,Email Campaign,Fraud Prevention,70,FY Growth,Working
LEAD-6139,Trade Show,Supply Chain Management,45,Q1 Efficiency,Working
LEAD-6140,Paid Social,Big Data Analytics,79,FY Innovation,Working
LEAD-6141,Paid Social,Big Data Analytics,94,Q4 Efficiency,Working
LEAD-6142,Direct Mail,CRM Software,62,Q4 Transformation,New
LEAD-6143,Paid Social,CRM Software,93,FY Transformation,New
LEAD-6144,Whitepaper,Big Data Analytics,91,Q4 Security,New
LEAD-6145,Paid Social,Cloud Migration,36,Q2 Security,Nurturing
LEAD-6146,Webinar,Payment Processing,52,Q2 Transformation,Qualified
LEAD-6147,Organic Search,ERP Integration,77,Q3 Transformation,Qualified
LEAD-6148,Direct Mail,Payment Processing,54,Q3 Growth,Nurturing
LEAD-6149,Paid Social,CRM Software,12,Q3 Security,Working
LEAD-6150,Trade Show,Supply Chain Management,60,Q1 Security,Qualified
LEAD-6151,Direct Mail,IoT Platforms,44,FY Innovation,Qualified
LEAD-6152,Trade Show,AI Automation,27,Q1 Security,Nurturing
LEAD-6153,Organic Search,CRM Software,99,Q2 Efficiency,New
LEAD-6154,Whitepaper,Fraud Prevention,98,Q1 Efficiency,Nurturing
LEAD-6155,Referral,AI Automation,90,FY Security,Working
LEAD-6156,Email Campaign,DevOps Tools,15,Q2 Growth,New
LEAD-6157,Email Campaign,ERP Integration,93,FY Security,Working
LEAD-6158,Organic Search,IoT Platforms,12,FY Security,Qualified
LEAD-6159,Direct Mail,ERP Integration,50,Q4 Transformation,Working
LEAD-6160,Whitepaper,Supply Chain Management,30,Q3 Transformation,Working
LEAD-6161,Referral,Data Privacy,37,Q4 Efficiency,Nurturing
LEAD-6162,Referral,AI Automation,92,Q4 Security,Nurturing
LEAD-6163,Paid Social,DevOps Tools,60,Q1 Growth,Qualified
LEAD-6164,Webinar,IoT Platforms,71,Q3 Growth,New
LEAD-6165,Whitepaper,Fraud Prevention,74,Q1 Transformation,Qualified
LEAD-6166,Direct Mail,ERP Integration,57,Q1 Transformation,Working
LEAD-6167,Paid Social,Data Privacy,22,Q2 Efficiency,Working
LEAD-6168,Email Campaign,Unified Communications,96,Q1 Innovation,Qualified
LEAD-6169,Paid Social,Fraud Prevention,79,Q2 Growth,Working
LEAD-6170,Email Campaign,Customer Experience,83,Q4 Growth,Nurturing
LEAD-6171,Direct Mail,AI Automation,65,Q3 Security,Qualified
LEAD-6172,Email Campaign,Fraud Prevention,14,Q4 Growth,New
LEAD-6173,Email Campaign,ERP Integration,48,FY Innovation,Nurturing
LEAD-6174,Organic Search,Customer Experience,49,Q2 Transformation,Qualified
LEAD-6175,Direct Mail,Customer Experience,73,Q1 Innovation,Nurturing
LEAD-6176,Referral,Big Data Analytics,82,Q2 Growth,Working
