opportunity_id,account_id,rep_id,product_id,lead_id,create_date,close_date,activation_date,opp_stage,probability_percent,acv,nrr,tcv,won_lost_reason,discount_percent,margin_percent,contract_term_months,mrr,estimated_transaction_volume,implementation_cost,upsell_acv
OPP-09685,ACC-061,REP-097,PRD-014,LEAD-4365,2026-09-05,2026-12-22,,Qualify,0.1,207000,47000,461000.0,,0.41,0.58,24,17250.0,74547,35958,4469
OPP-09686,ACC-033,REP-074,PRD-006,LEAD-2242,2024-01-19,2024-06-21,,Closed Lost,0.0,243000,25000,754000.0,Competitor,0.01,0.72,36,20250.0,88082,14488,1385
OPP-09687,ACC-079,REP-002,PRD-076,LEAD-5207,2025-12-02,2026-01-01,,On Hold,0.1,139000,41000,180000.0,,0.43,0.71,12,11583.33,96898,41417,2527
OPP-09688,ACC-004,REP-079,PRD-008,LEAD-2438,2023-11-28,2024-02-26,2024-03-26,Closed Won,1.0,231000,10000,703000.0,Budget,0.47,0.67,36,19250.0,54028,19446,4218
OPP-09689,ACC-003,REP-090,PRD-047,LEAD-6052,2024-07-15,2024-12-15,,On Hold,0.1,239000,28000,506000.0,,0.44,0.57,24,19916.67,62792,17893,37843
OPP-09690,ACC-018,REP-070,PRD-007,LEAD-1919,2024-02-12,2024-07-08,,Demo,0.3,210000,43000,463000.0,,0.04,0.23,24,17500.0,38163,32596,330
OPP-09691,ACC-054,REP-006,PRD-054,,2026-07-21,2026-10-11,,Demo,0.3,24000,49000,121000.0,,0.38,0.31,36,2000.0,77669,48528,2067
OPP-09692,ACC-008,REP-047,PRD-001,,2025-08-04,2025-10-03,,Qualify,0.1,23000,23000,92000.0,,0.03,0.68,36,1916.67,51169,32781,116
OPP-09693,ACC-009,REP-034,PRD-023,LEAD-4486,2023-09-24,2023-12-25,,On Hold,0.1,156000,0,156000.0,,0.38,0.42,12,13000.0,57894,5592,1812
OPP-09694,ACC-124,REP-090,PRD-040,LEAD-7580,2025-07-25,2025-09-21,,Qualify,0.1,119000,26000,264000.0,,0.35,0.23,24,9916.67,11743,46655,2678
OPP-09695,ACC-098,REP-046,PRD-005,,2022-12-29,2023-06-19,,Demo,0.3,112000,32000,144000.0,,0.03,0.76,12,9333.33,62061,25630,4147
OPP-09696,ACC-035,REP-081,PRD-010,LEAD-5970,2026-07-11,2026-09-18,2026-10-27,Closed Won,1.0,66000,34000,166000.0,Superior ROI,0.07,0.33,24,5500.0,82611,9271,4171
OPP-09697,ACC-005,REP-035,PRD-014,LEAD-7746,2025-08-17,2026-01-01,2026-02-13,Closed Won,1.0,57000,43000,214000.0,Timing,0.47,0.38,36,4750.0,4798,10045,3829
OPP-09698,ACC-022,REP-059,PRD-049,LEAD-2880,2025-12-23,2026-04-19,,Demo,0.3,183000,26000,392000.0,,0.4,0.15,24,15250.0,33908,44256,1619
OPP-09699,ACC-078,REP-133,PRD-037,LEAD-4641,2025-05-26,2025-08-07,,Qualify,0.1,162000,23000,185000.0,,0.22,0.48,12,13500.0,1561,49102,644
OPP-09700,ACC-009,REP-054,PRD-016,LEAD-5309,2024-03-15,2024-05-02,,Closed Lost,0.0,168000,18000,354000.0,Timing,0.08,0.72,24,14000.0,75859,34348,2227
OPP-09701,ACC-068,REP-094,PRD-010,LEAD-5367,2025-10-21,2026-03-15,,Closed Lost,0.0,239000,14000,253000.0,Price,0.02,0.48,12,19916.67,48100,3341,2011
OPP-09702,ACC-024,REP-078,PRD-015,LEAD-4089,2025-08-17,2026-01-06,,Closed Lost,0.0,10000,7000,17000.0,Executive Sponsor Left,0.27,0.19,12,833.33,43431,9970,4779
OPP-09703,ACC-075,REP-130,PRD-010,LEAD-6571,2023-12-20,2024-02-09,,Qualify,0.1,209000,19000,437000.0,,0.4,0.26,24,17416.67,60586,5696,2105
OPP-09704,ACC-005,REP-045,PRD-071,LEAD-7595,2025-11-16,2026-03-19,,Negotiation,0.7,65000,26000,156000.0,,0.39,0.42,24,5416.67,65638,27554,4164
OPP-09705,ACC-025,REP-043,PRD-021,,2023-12-04,2024-05-30,,On Hold,0.1,54000,11000,65000.0,,0.16,0.46,12,4500.0,62245,15959,1028
OPP-09706,ACC-017,REP-096,PRD-012,LEAD-2466,2025-01-14,2025-06-21,2025-07-21,Closed Won,1.0,151000,36000,489000.0,Superior ROI,0.22,0.24,36,12583.33,75250,43424,3220
OPP-09707,ACC-005,REP-107,PRD-075,,2023-08-17,2023-11-01,,Closed Lost,0.0,218000,8000,226000.0,Price,0.01,0.21,12,18166.67,9706,37345,1699
OPP-09708,ACC-007,REP-144,PRD-003,LEAD-6451,2026-04-25,2026-07-07,2026-08-05,Closed Won,1.0,70000,25000,95000.0,Executive Sponsor Left,0.5,0.58,12,5833.33,14628,41629,3386
OPP-09709,ACC-001,REP-118,PRD-010,LEAD-2915,2025-12-31,2026-01-31,,Qualify,0.1,57000,34000,148000.0,,0.14,0.16,24,4750.0,43134,33697,292
OPP-09710,ACC-007,REP-054,PRD-006,LEAD-6858,2023-07-27,2023-09-11,2023-10-07,Closed Won,1.0,21000,10000,73000.0,Executive Sponsor Left,0.23,0.25,36,1750.0,95807,1045,3975
OPP-09711,ACC-011,REP-003,PRD-062,LEAD-6563,2023-09-10,2023-12-21,2024-01-16,Closed Won,1.0,197000,48000,639000.0,Price,0.05,0.6,36,16416.67,31983,38760,2705
OPP-09712,ACC-023,REP-031,PRD-002,LEAD-3195,2025-03-26,2025-09-07,,On Hold,0.1,85000,0,170000.0,,0.48,0.27,24,7083.33,98493,14196,19
OPP-09713,ACC-014,REP-139,PRD-074,,2023-10-26,2024-03-16,,Negotiation,0.7,128000,39000,167000.0,,0.3,0.23,12,10666.67,54016,15909,3431
OPP-09714,ACC-011,REP-082,PRD-008,LEAD-4901,2025-08-05,2025-09-04,,Demo,0.3,27000,26000,80000.0,,0.1,0.17,24,2250.0,4936,48590,4448
OPP-09715,ACC-017,REP-030,PRD-005,LEAD-5140,2025-03-19,2025-05-09,,On Hold,0.1,10000,38000,48000.0,,0.22,0.11,12,833.33,44432,34782,649
OPP-09716,ACC-031,REP-033,PRD-001,,2026-06-01,2026-11-14,,On Hold,0.1,129000,41000,428000.0,,0.31,0.46,36,10750.0,8580,22721,31231
OPP-09717,ACC-023,REP-010,PRD-003,LEAD-4309,2025-08-15,2025-11-27,,Qualify,0.1,236000,35000,507000.0,,0.34,0.29,24,19666.67,89528,49762,4941
OPP-09718,ACC-022,REP-135,PRD-007,LEAD-3870,2025-07-18,2025-12-23,,On Hold,0.1,53000,25000,78000.0,,0.3,0.6,12,4416.67,68332,35525,4778
OPP-09719,ACC-015,REP-149,PRD-006,,2022-11-06,2023-03-31,,Closed Lost,0.0,92000,11000,195000.0,No Decision,0.35,0.68,24,7666.67,18190,32963,1339
OPP-09720,ACC-099,REP-008,PRD-051,,2026-05-10,2026-10-07,2026-11-13,Closed Won,1.0,75000,24000,249000.0,Price,0.37,0.78,36,6250.0,31910,15078,4121
OPP-09721,ACC-001,REP-089,PRD-072,LEAD-7621,2026-05-05,2026-09-27,,On Hold,0.1,68000,33000,237000.0,,0.23,0.32,36,5666.67,85855,25537,2899
OPP-09722,ACC-017,REP-032,PRD-013,LEAD-7255,2024-05-20,2024-07-24,,On Hold,0.1,133000,27000,426000.0,,0.03,0.24,36,11083.33,96377,5302,3632
OPP-09723,ACC-010,REP-086,PRD-018,,2024-08-30,2024-12-31,,Demo,0.3,84000,1000,169000.0,,0.35,0.53,24,7000.0,70219,17699,41835
OPP-09724,ACC-013,REP-110,PRD-015,LEAD-7996,2023-03-17,2023-08-10,,Qualify,0.1,166000,2000,168000.0,,0.25,0.75,12,13833.33,25153,30058,433
OPP-09725,ACC-016,REP-020,PRD-013,LEAD-6657,2024-12-31,2025-06-29,,Negotiation,0.7,68000,10000,146000.0,,0.06,0.68,24,5666.67,89250,1534,3748
OPP-09726,ACC-008,REP-065,PRD-077,,2025-06-18,2025-09-22,,Demo,0.3,98000,45000,241000.0,,0.02,0.42,24,8166.67,58003,17272,3608
OPP-09727,ACC-004,REP-130,PRD-010,LEAD-4879,2024-02-20,2024-04-13,,Demo,0.3,186000,23000,395000.0,,0.15,0.22,24,15500.0,57562,36208,4577
OPP-09728,ACC-017,REP-004,PRD-067,LEAD-3956,2026-02-23,2026-05-11,,On Hold,0.1,231000,4000,697000.0,,0.04,0.15,36,19250.0,3228,4615,1370
OPP-09729,ACC-020,REP-036,PRD-036,LEAD-0865,2026-02-17,2026-03-24,,Negotiation,0.7,189000,47000,236000.0,,0.36,0.36,12,15750.0,33391,37515,160
OPP-09730,ACC-018,REP-005,PRD-009,LEAD-2342,2025-10-12,2026-01-08,2026-01-25,Closed Won,1.0,113000,1000,340000.0,Price,0.21,0.53,36,9416.67,73091,7904,1318
OPP-09731,ACC-037,REP-055,PRD-060,LEAD-0520,2025-12-29,2026-03-27,,Qualify,0.1,98000,21000,315000.0,,0.18,0.34,36,8166.67,67513,35778,4645
OPP-09732,ACC-025,REP-082,PRD-001,LEAD-5177,2023-03-02,2023-05-30,,Negotiation,0.7,149000,13000,460000.0,,0.45,0.55,36,12416.67,98472,35309,203
OPP-09733,ACC-039,REP-067,PRD-054,,2023-02-20,2023-06-21,2023-07-18,Closed Won,1.0,158000,41000,515000.0,Superior ROI,0.07,0.16,36,13166.67,84070,9500,458
OPP-09734,ACC-014,REP-084,PRD-005,LEAD-7633,2024-08-20,2024-09-19,,Negotiation,0.7,91000,49000,140000.0,,0.24,0.27,12,7583.33,71998,13044,4232
OPP-09735,ACC-018,REP-042,PRD-004,LEAD-1739,2022-09-02,2023-01-31,,Demo,0.3,125000,39000,289000.0,,0.48,0.57,24,10416.67,48295,25097,3136
OPP-09736,ACC-024,REP-041,PRD-024,LEAD-2852,2023-09-28,2023-12-18,,On Hold,0.1,99000,27000,126000.0,,0.09,0.44,12,8250.0,43562,29481,1849
OPP-09737,ACC-087,REP-079,PRD-013,LEAD-6605,2025-09-27,2026-01-28,2026-02-14,Closed Won,1.0,239000,35000,752000.0,Price,0.43,0.6,36,19916.67,42950,37785,465
OPP-09738,ACC-014,REP-075,PRD-008,,2023-01-07,2023-05-16,,On Hold,0.1,191000,14000,396000.0,,0.34,0.12,24,15916.67,49785,13923,4190
OPP-09739,ACC-024,REP-059,PRD-012,,2024-06-29,2024-09-17,2024-10-13,Closed Won,1.0,39000,45000,123000.0,Timing,0.21,0.12,24,3250.0,40304,13102,4189
OPP-09740,ACC-003,REP-105,PRD-064,,2025-02-27,2025-03-31,,Qualify,0.1,145000,15000,160000.0,,0.12,0.8,12,12083.33,48288,5963,47929
OPP-09741,ACC-003,REP-047,PRD-018,LEAD-5989,2024-03-23,2024-05-16,,On Hold,0.1,103000,42000,248000.0,,0.09,0.17,24,8583.33,60280,19411,32721
OPP-09742,ACC-025,REP-051,PRD-030,,2025-08-16,2026-02-01,,On Hold,0.1,84000,34000,202000.0,,0.19,0.27,24,7000.0,94491,13660,4858
OPP-09743,ACC-085,REP-138,PRD-046,,2024-04-28,2024-06-25,,Negotiation,0.7,250000,45000,295000.0,,0.22,0.11,12,20833.33,39508,27210,3450
OPP-09744,ACC-012,REP-140,PRD-010,LEAD-0622,2024-02-25,2024-07-12,,On Hold,0.1,12000,49000,61000.0,,0.31,0.75,12,1000.0,73729,45570,2195
OPP-09745,ACC-018,REP-098,PRD-010,,2023-05-17,2023-07-27,,Closed Lost,0.0,51000,31000,133000.0,Executive Sponsor Left,0.0,0.45,24,4250.0,71338,11271,3860
OPP-09746,ACC-021,REP-107,PRD-073,LEAD-2689,2024-01-29,2024-05-08,2024-06-20,Closed Won,1.0,57000,12000,69000.0,Superior ROI,0.34,0.37,12,4750.0,91610,39468,4353
OPP-09747,ACC-013,REP-031,PRD-060,LEAD-3398,2026-07-21,2026-09-04,,Closed Lost,0.0,230000,31000,721000.0,Price,0.44,0.6,36,19166.67,19656,44754,3512
OPP-09748,ACC-007,REP-147,PRD-008,LEAD-4087,2024-12-03,2025-05-23,,On Hold,0.1,206000,4000,416000.0,,0.11,0.75,24,17166.67,34730,46104,1363
OPP-09749,ACC-031,REP-026,PRD-064,,2026-06-04,2026-10-16,,Closed Lost,0.0,235000,39000,509000.0,Superior ROI,0.01,0.14,24,19583.33,1428,14968,40891
OPP-09750,ACC-092,REP-062,PRD-008,LEAD-3266,2024-04-05,2024-06-07,,Qualify,0.1,26000,17000,95000.0,,0.18,0.25,36,2166.67,19741,14444,1594
OPP-09751,ACC-002,REP-150,PRD-001,,2026-08-05,2026-12-17,2027-01-15,Closed Won,1.0,101000,23000,326000.0,Competitor,0.31,0.42,36,8416.67,57074,14066,3664
OPP-09752,ACC-015,REP-136,PRD-051,,2026-07-02,2026-08-02,2026-08-20,Closed Won,1.0,167000,11000,345000.0,Features,0.07,0.48,24,13916.67,40394,5958,2189
OPP-09753,ACC-019,REP-028,PRD-052,LEAD-5290,2025-10-15,2025-12-20,2026-01-12,Closed Won,1.0,119000,28000,266000.0,Budget,0.47,0.13,24,9916.67,74297,29872,3972
OPP-09754,ACC-005,REP-042,PRD-008,LEAD-1397,2025-03-26,2025-06-17,,Demo,0.3,126000,33000,285000.0,,0.43,0.78,24,10500.0,69105,43834,3520
OPP-09755,ACC-097,REP-128,PRD-004,,2026-01-09,2026-04-08,,Negotiation,0.7,233000,50000,283000.0,,0.14,0.38,12,19416.67,57964,40030,395
OPP-09756,ACC-057,REP-072,PRD-016,LEAD-6937,2023-04-19,2023-08-05,2023-08-23,Closed Won,1.0,122000,11000,133000.0,Executive Sponsor Left,0.5,0.5,12,10166.67,73906,23457,3821
OPP-09757,ACC-014,REP-116,PRD-011,LEAD-4927,2024-02-19,2024-04-21,,On Hold,0.1,242000,41000,525000.0,,0.05,0.78,24,20166.67,39339,41300,4541
OPP-09758,ACC-031,REP-146,PRD-056,LEAD-0298,2025-04-17,2025-06-17,,Demo,0.3,99000,1000,298000.0,,0.18,0.19,36,8250.0,84101,7698,46774
OPP-09759,ACC-017,REP-097,PRD-009,LEAD-7526,2024-05-03,2024-08-01,,On Hold,0.1,99000,4000,202000.0,,0.31,0.77,24,8250.0,60250,26426,3058
OPP-09760,ACC-023,REP-023,PRD-015,LEAD-3232,2023-10-03,2023-12-27,2024-02-07,Closed Won,1.0,233000,13000,712000.0,Executive Sponsor Left,0.37,0.37,36,19416.67,36822,14796,3071
OPP-09761,ACC-006,REP-036,PRD-002,LEAD-5279,2025-04-18,2025-09-16,2025-10-10,Closed Won,1.0,24000,35000,83000.0,Executive Sponsor Left,0.35,0.69,24,2000.0,20152,42791,3888
OPP-09762,ACC-024,REP-010,PRD-011,LEAD-1571,2025-10-20,2026-03-31,,Closed Lost,0.0,231000,46000,508000.0,Features,0.08,0.56,24,19250.0,99179,42242,151
OPP-09763,ACC-085,REP-074,PRD-015,LEAD-4723,2024-09-16,2024-10-26,,Demo,0.3,183000,0,366000.0,,0.2,0.59,24,15250.0,45786,36073,4176
OPP-09764,ACC-009,REP-136,PRD-007,LEAD-5284,2026-07-26,2026-11-30,,Closed Lost,0.0,109000,31000,249000.0,No Decision,0.13,0.38,24,9083.33,61936,23929,2199
OPP-09765,ACC-004,REP-112,PRD-009,LEAD-2050,2024-02-25,2024-08-13,,Qualify,0.1,184000,9000,561000.0,,0.06,0.46,36,15333.33,8903,44419,3661
OPP-09766,ACC-003,REP-015,PRD-023,LEAD-7538,2024-08-20,2024-09-26,2024-11-03,Closed Won,1.0,153000,27000,333000.0,Superior ROI,0.09,0.62,24,12750.0,1654,7829,21343
OPP-09767,ACC-015,REP-068,PRD-016,,2025-06-25,2025-12-20,,Qualify,0.1,246000,1000,739000.0,,0.15,0.51,36,20500.0,72444,13045,911
OPP-09768,ACC-110,REP-098,PRD-031,,2024-11-30,2025-03-31,,Demo,0.3,90000,23000,113000.0,,0.05,0.7,12,7500.0,64726,46605,1216
OPP-09769,ACC-100,REP-094,PRD-014,LEAD-0698,2026-06-10,2026-11-08,,Demo,0.3,223000,34000,480000.0,,0.11,0.65,24,18583.33,57587,9829,30361
OPP-09770,ACC-013,REP-099,PRD-056,LEAD-4317,2023-10-30,2024-04-05,,Demo,0.3,77000,4000,81000.0,,0.49,0.11,12,6416.67,89026,44150,1777
OPP-09771,ACC-005,REP-143,PRD-012,LEAD-7430,2023-07-23,2023-09-30,,Demo,0.3,66000,28000,94000.0,,0.23,0.43,12,5500.0,13549,21113,4429
OPP-09772,ACC-015,REP-102,PRD-015,LEAD-6466,2024-01-30,2024-05-15,,On Hold,0.1,227000,34000,715000.0,,0.28,0.67,36,18916.67,1937,36413,4971
OPP-09773,ACC-020,REP-128,PRD-047,,2022-09-13,2023-02-13,,On Hold,0.1,48000,33000,129000.0,,0.44,0.69,24,4000.0,64959,7996,2250
OPP-09774,ACC-031,REP-023,PRD-012,,2026-07-22,2026-12-25,,Closed Lost,0.0,247000,2000,496000.0,Price,0.06,0.22,24,20583.33,72404,48322,25404
OPP-09775,ACC-057,REP-043,PRD-004,LEAD-6895,2023-06-25,2023-11-01,2023-12-11,Closed Won,1.0,188000,7000,571000.0,Budget,0.23,0.47,36,15666.67,60946,7963,3947
OPP-09776,ACC-110,REP-114,PRD-014,LEAD-6173,2025-05-12,2025-11-07,,Qualify,0.1,99000,35000,332000.0,,0.47,0.55,36,8250.0,14020,33803,4009
OPP-09777,ACC-014,REP-124,PRD-040,LEAD-1158,2023-06-16,2023-09-19,,On Hold,0.1,139000,33000,311000.0,,0.24,0.22,24,11583.33,18509,32186,986
OPP-09778,ACC-059,REP-030,PRD-010,LEAD-0365,2024-03-02,2024-04-13,,On Hold,0.1,89000,17000,195000.0,,0.35,0.61,24,7416.67,18260,19052,4915
OPP-09779,ACC-087,REP-118,PRD-003,LEAD-7095,2025-02-08,2025-03-17,,Negotiation,0.7,72000,15000,159000.0,,0.37,0.65,24,6000.0,64465,28933,252
OPP-09780,ACC-051,REP-121,PRD-067,LEAD-6163,2023-08-08,2023-10-14,,Closed Lost,0.0,250000,44000,294000.0,Timing,0.35,0.13,12,20833.33,90363,18456,39000
OPP-09781,ACC-018,REP-079,PRD-080,LEAD-2969,2026-06-25,2026-10-16,,Qualify,0.1,16000,41000,89000.0,,0.02,0.69,36,1333.33,19722,1435,4284
OPP-09782,ACC-025,REP-120,PRD-052,LEAD-7081,2025-04-03,2025-09-30,2025-10-28,Closed Won,1.0,226000,18000,244000.0,Price,0.44,0.28,12,18833.33,49638,3211,2966
OPP-09783,ACC-021,REP-060,PRD-042,LEAD-5421,2022-12-01,2023-03-29,,Negotiation,0.7,179000,24000,561000.0,,0.05,0.31,36,14916.67,30681,43132,2940
OPP-09784,ACC-093,REP-134,PRD-003,,2023-01-31,2023-06-15,,Negotiation,0.7,203000,30000,639000.0,,0.49,0.43,36,16916.67,65776,8309,39270
OPP-09785,ACC-015,REP-051,PRD-014,LEAD-6704,2025-09-06,2025-12-16,,On Hold,0.1,220000,4000,224000.0,,0.13,0.11,12,18333.33,88134,46373,2855
OPP-09786,ACC-008,REP-018,PRD-004,LEAD-7505,2022-08-25,2023-01-07,,Qualify,0.1,61000,35000,218000.0,,0.1,0.51,36,5083.33,78534,33292,2416
OPP-09787,ACC-120,REP-057,PRD-040,LEAD-6407,2023-03-18,2023-07-29,2023-08-27,Closed Won,1.0,205000,33000,443000.0,Timing,0.27,0.33,24,17083.33,40950,45336,41
OPP-09788,ACC-012,REP-127,PRD-004,,2025-05-01,2025-06-30,,Qualify,0.1,57000,14000,71000.0,,0.2,0.33,12,4750.0,46982,20430,284
OPP-09789,ACC-065,REP-006,PRD-008,LEAD-4952,2023-04-20,2023-09-24,,Qualify,0.1,134000,30000,432000.0,,0.39,0.74,36,11166.67,58356,1206,527
OPP-09790,ACC-112,REP-094,PRD-005,LEAD-2391,2026-05-01,2026-08-14,,On Hold,0.1,219000,7000,226000.0,,0.13,0.46,12,18250.0,26998,16171,622
OPP-09791,ACC-007,REP-064,PRD-002,LEAD-0004,2023-04-17,2023-06-26,,Closed Lost,0.0,190000,48000,618000.0,Executive Sponsor Left,0.39,0.71,36,15833.33,15884,44507,868
OPP-09792,ACC-007,REP-036,PRD-032,LEAD-4774,2023-05-21,2023-09-20,,Demo,0.3,176000,33000,209000.0,,0.28,0.29,12,14666.67,52948,23036,1158
OPP-09793,ACC-087,REP-005,PRD-022,LEAD-7472,2025-06-03,2025-09-20,,Negotiation,0.7,101000,3000,306000.0,,0.0,0.33,36,8416.67,40832,25804,3902
OPP-09794,ACC-023,REP-045,PRD-002,LEAD-4710,2022-09-11,2023-01-28,2023-03-08,Closed Won,1.0,239000,26000,265000.0,Timing,0.47,0.11,12,19916.67,73485,49519,3951
OPP-09795,ACC-013,REP-057,PRD-005,LEAD-1517,2025-10-22,2026-03-30,,Negotiation,0.7,216000,20000,668000.0,,0.37,0.5,36,18000.0,66267,47914,2286
OPP-09796,ACC-006,REP-032,PRD-013,,2023-11-09,2024-03-31,2024-04-23,Closed Won,1.0,99000,19000,118000.0,Executive Sponsor Left,0.36,0.62,12,8250.0,17128,47768,2796
OPP-09797,ACC-020,REP-106,PRD-050,LEAD-1818,2025-02-06,2025-06-07,,Qualify,0.1,224000,27000,475000.0,,0.32,0.21,24,18666.67,95686,28037,3373
OPP-09798,ACC-024,REP-014,PRD-014,LEAD-5015,2023-05-09,2023-09-25,,Negotiation,0.7,144000,50000,338000.0,,0.19,0.64,24,12000.0,69781,24529,425
OPP-09799,ACC-119,REP-013,PRD-011,LEAD-0730,2026-07-04,2026-12-29,,Demo,0.3,134000,19000,287000.0,,0.3,0.53,24,11166.67,77661,28119,530
OPP-09800,ACC-116,REP-089,PRD-002,LEAD-1389,2024-05-25,2024-06-24,,Demo,0.3,123000,46000,292000.0,,0.49,0.79,24,10250.0,21924,8856,1081
OPP-09801,ACC-021,REP-023,PRD-002,LEAD-7100,2024-12-18,2025-04-16,,On Hold,0.1,21000,39000,81000.0,,0.25,0.46,24,1750.0,35138,19276,3945
OPP-09802,ACC-013,REP-027,PRD-012,LEAD-5245,2026-05-11,2026-09-19,,Closed Lost,0.0,67000,29000,230000.0,Superior ROI,0.46,0.57,36,5583.33,25460,33409,1080
OPP-09803,ACC-015,REP-089,PRD-016,LEAD-1752,2024-05-06,2024-06-07,,Negotiation,0.7,77000,49000,280000.0,,0.24,0.38,36,6416.67,91186,1285,246
OPP-09804,ACC-049,REP-137,PRD-016,LEAD-5940,2025-08-08,2025-12-04,,Closed Lost,0.0,22000,12000,34000.0,Superior ROI,0.47,0.25,12,1833.33,28456,28168,4607
OPP-09805,ACC-024,REP-132,PRD-011,LEAD-5491,2025-11-03,2026-03-06,,Qualify,0.1,125000,11000,261000.0,,0.03,0.24,24,10416.67,66933,38545,965
OPP-09806,ACC-006,REP-121,PRD-004,,2025-08-16,2026-01-12,2026-02-13,Closed Won,1.0,8000,12000,28000.0,Price,0.15,0.57,24,666.67,12250,48302,1866
OPP-09807,ACC-050,REP-129,PRD-013,LEAD-5172,2025-07-04,2025-09-23,2025-10-18,Closed Won,1.0,15000,43000,88000.0,Features,0.37,0.58,36,1250.0,84624,30996,1373
OPP-09808,ACC-023,REP-048,PRD-010,LEAD-5841,2025-12-05,2026-01-30,,Closed Lost,0.0,171000,42000,213000.0,No Decision,0.06,0.43,12,14250.0,43612,37644,2620
OPP-09809,ACC-013,REP-092,PRD-001,LEAD-5274,2024-01-26,2024-03-06,,Qualify,0.1,237000,45000,756000.0,,0.47,0.41,36,19750.0,4880,13269,432
OPP-09810,ACC-024,REP-062,PRD-024,LEAD-4041,2025-07-18,2025-12-20,,On Hold,0.1,132000,20000,416000.0,,0.33,0.63,36,11000.0,2277,37338,2307
OPP-09811,ACC-021,REP-106,PRD-007,,2026-01-09,2026-03-17,,Closed Lost,0.0,21000,48000,111000.0,Executive Sponsor Left,0.34,0.67,36,1750.0,44636,11574,4490
OPP-09812,ACC-019,REP-109,PRD-016,LEAD-2216,2023-05-24,2023-10-29,,Negotiation,0.7,212000,2000,638000.0,,0.44,0.6,36,17666.67,50861,4817,2505
OPP-09813,ACC-111,REP-081,PRD-039,LEAD-0943,2024-12-19,2025-03-09,,Negotiation,0.7,95000,39000,229000.0,,0.15,0.44,24,7916.67,68632,48616,42185
OPP-09814,ACC-012,REP-008,PRD-062,LEAD-6712,2025-10-11,2026-03-26,2026-04-29,Closed Won,1.0,53000,32000,191000.0,Competitor,0.3,0.13,36,4416.67,99535,13542,4915
OPP-09815,ACC-023,REP-040,PRD-014,,2026-07-25,2026-09-08,,Closed Lost,0.0,224000,29000,477000.0,Features,0.05,0.67,24,18666.67,93498,30873,4232
OPP-09816,ACC-024,REP-150,PRD-075,LEAD-0914,2024-06-10,2024-09-17,,Closed Lost,0.0,119000,0,357000.0,Features,0.39,0.57,36,9916.67,69326,27894,1591
OPP-09817,ACC-004,REP-108,PRD-015,,2026-08-18,2026-12-31,,On Hold,0.1,162000,38000,524000.0,,0.46,0.24,36,13500.0,11079,10250,3498
OPP-09818,ACC-021,REP-142,PRD-010,LEAD-5567,2026-09-16,2026-12-15,,Demo,0.3,220000,38000,478000.0,,0.12,0.1,24,18333.33,81329,41811,4048
OPP-09819,ACC-057,REP-033,PRD-013,,2024-12-22,2025-04-24,,Qualify,0.1,208000,6000,422000.0,,0.25,0.75,24,17333.33,62464,1156,3385
OPP-09820,ACC-019,REP-061,PRD-004,,2023-11-27,2024-03-29,,Closed Lost,0.0,79000,28000,265000.0,Price,0.24,0.64,36,6583.33,34952,31061,387
OPP-09821,ACC-095,REP-093,PRD-058,LEAD-0672,2023-08-30,2024-01-09,,Demo,0.3,176000,35000,563000.0,,0.36,0.12,36,14666.67,90972,5403,38022
OPP-09822,ACC-074,REP-085,PRD-015,LEAD-2356,2023-12-04,2024-04-07,,Closed Lost,0.0,7000,34000,41000.0,Executive Sponsor Left,0.16,0.76,12,583.33,46234,41372,2754
OPP-09823,ACC-014,REP-057,PRD-015,LEAD-4371,2024-05-13,2024-08-10,,Demo,0.3,103000,28000,131000.0,,0.0,0.43,12,8583.33,8451,15256,272
OPP-09824,ACC-006,REP-022,PRD-009,LEAD-1359,2025-10-10,2026-03-25,,Qualify,0.1,112000,3000,227000.0,,0.38,0.55,24,9333.33,60185,38183,755
OPP-09825,ACC-118,REP-115,PRD-035,LEAD-6974,2022-12-24,2023-04-27,,Qualify,0.1,250000,16000,766000.0,,0.42,0.29,36,20833.33,50784,43982,37478
OPP-09826,ACC-018,REP-142,PRD-011,LEAD-0566,2023-09-26,2023-12-07,,Negotiation,0.7,213000,14000,227000.0,,0.28,0.64,12,17750.0,66832,43224,2107
OPP-09827,ACC-020,REP-047,PRD-013,LEAD-4461,2026-06-23,2026-08-19,,Closed Lost,0.0,247000,38000,779000.0,Features,0.17,0.21,36,20583.33,29016,25359,1534
OPP-09828,ACC-013,REP-134,PRD-002,LEAD-7807,2023-01-14,2023-06-05,,Demo,0.3,8000,7000,23000.0,,0.2,0.19,24,666.67,92536,11131,552
OPP-09829,ACC-015,REP-146,PRD-018,LEAD-7956,2024-12-11,2025-04-29,,Closed Lost,0.0,66000,18000,84000.0,Competitor,0.39,0.17,12,5500.0,25001,35801,3239
OPP-09830,ACC-024,REP-048,PRD-012,,2022-10-26,2023-01-30,,Qualify,0.1,142000,18000,444000.0,,0.01,0.43,36,11833.33,34188,18463,369
OPP-09831,ACC-012,REP-141,PRD-006,LEAD-4960,2025-08-08,2025-12-23,2026-01-21,Closed Won,1.0,19000,7000,26000.0,Timing,0.45,0.48,12,1583.33,99938,14974,492
OPP-09832,ACC-015,REP-015,PRD-002,LEAD-1651,2022-10-27,2023-03-04,,Demo,0.3,117000,1000,235000.0,,0.47,0.33,24,9750.0,51337,5170,3157
